id,project,site
doi:10.5063/F1P55KR5,State of Alaska's Salmon and People,"c(""Waterfall Cove Creek, Alaska"", ""Ford Arm Creek, Alaska"", ""Goulding River, Alaska"", ""Black River, Alaska"", ""Leo's Creek, Alaska"", ""Nakwasina River, Alaska"", ""Starrigavan Creek, Alaska"", ""No Name Creek, Alaska"", ""Cascade Creek, Alaska"", ""Salmon Lake Creek, Alaska"", ""Benzeman Lake outlet stream, Alaska"")"
doi:10.5063/F1R20ZMM,State of Alaska's Salmon and People,"c(""Soule River, Alaska"", ""White Creek, Alaska"", ""Keta River, Alaska"", ""Blossom River, Alaska"", ""Unuk River, Alaska"", ""Stikine River, Alaska"", ""Taku River, Alaska"", ""Salmon Creek, Alaska"", ""Jordan Creek, Alaska"", ""Lake Creek, Alaska"", ""Auke Creek, Alaska"", ""Davies Creek, Alaska"", ""Kakuhan Creek, Alaska"", ""Skagway River, Alaska"", ""Taiya River, Alaska"", ""Chilkat River, Alaska"", ""Kahtaheena River, Alaska"", ""Salmon River, Alaska"", ""Government Creek, Alaska"", ""Grace Creek, Alaska"", ""Traitors River, Alaska"", 
""North Fork Staney Creek, Alaska"", ""Staney Creek, Alaska"", ""Halfmile Creek, Alaska"", ""Perkins Creek, Alaska"", ""Saltery Creek, Alaska"", ""Old Tom Creek, Alaska"", ""Cabin Creek, Alaska"", ""Virginia Creek, Alaska"", ""Maybeso Creek, Alaska"", ""Big Creek, Alaska"", ""SunriseLake Outlet, Alaska"", ""Falls Creek, Alaska"", ""East Fork Hobo Creek, Alaska"", ""Hamilton Creek, Alaska"", ""Rocky Pass Creek, Alaska"", ""Nakwasina River, Alaska"", ""Starrigavan Creek, Alaska"", ""Indian River, Alaska"", ""BettyLake Outlet, Alaska"", 
""Sashin Creek, Alaska"", ""Eb Lovers Creekove Creek, Alaska"", ""Takatz Creek, Alaska"", ""Kalinin Bay Tr, Alaska"", ""Greens Creek, Alaska"", ""Kadashan River, Alaska"", ""Hook Creek, Alaska"", ""Middle Basin Creek, Alaska"", ""Tonalite Creek, Alaska"", ""Situk River, Alaska"", ""Old Situk River, Alaska"", ""Gulkana River, Alaska"", ""Copper River, Alaska"", ""Glacier RiverTrib, Alaska"", ""Wolverine Creek, Alaska"", ""South Fork Battle Creek, Alaska"", ""Battle Creek, Alaska"", ""Bradley River, Alaska"", ""Ninilchik River, Alaska"", 
""Kenai River, Alaska"", ""Cooper Creek, Alaska"", ""Twentymile River, Alaska"", ""South Fork Creekampbell Creek, Alaska"", ""Ship Creek, Alaska"", ""Moose Creek, Alaska"", ""Wasilla Creek, Alaska"", ""Little Susitna River, Alaska"", ""Susitna River, Alaska"", ""Chulitna River, Alaska"", ""Talkeetna River, Alaska"", ""Montana Creek, Alaska"", ""Kashwitna River, Alaska"", ""Little Willow Creek, Alaska"", ""Willow Creek, Alaska"", ""Yentna River, Alaska"", ""Terror River, Alaska"", ""Russell Creek, Alaska"", ""Bear Creek, Alaska"", ""Upper Talarik Creek, Alaska"", 
""Chekok Creek, Alaska"", ""Iliamna River, Alaska"", ""Chinkelyes Creek, Alaska"", ""Allen River, Alaska"", ""Nuyakuk River, Alaska"", ""Koktuli River, Alaska"", ""North Fork Koktuli River, Alaska"", ""Mulchatna River, Alaska"", ""Stuyahok River, Alaska"", ""Mosquito Fork Fortymile River, Alaska"", ""Fortymile River, Alaska"", ""Birch Creek, Alaska"", ""Hess Creek, Alaska"", ""Salcha River, Alaska"", ""Chena River, Alaska"", ""Tanana River, Alaska"", ""Tolovana River, Alaska"", ""Slate Creek, Alaska"", ""Anvik River, Alaska"", ""Yukon River, Alaska"", 
""Unalakleet River, Alaska"", ""Niukluk River, Alaska"", ""Meade River, Alaska"", ""Kuparuk River, Alaska"", ""Sagavanirktok River, Alaska"")"
doi:10.5063/F1ZK5DXZ,State of Alaska's Salmon and People,"c(""Alaska Peninsula and Aleutian Islands, Alaska"", ""Arctic, Alaska"", ""Bristol Bay, Alaska"", ""Chignik, Alaska"", ""Copper River, Alaska"", ""Kodiak, Alaska"", ""Kotzebue, Alaska"", ""Kuskokwim, Alaska"", ""Cook Inlet, Alaska"", ""Norton Sound, Alaska"", ""Prince William Sound, Alaska"", ""Southeast, Alaska"", ""Yukon, Alaska"")"
doi:10.5063/F1639N0M,State of Alaska's Salmon and People,"c(""Crystal Creek, Alaska"", ""Lakina River, Alaska"", ""Long Lake Creek, Alaska"", ""Gilahina River, Alaska"", ""Jack Creek, Alaska"", ""Chalk Creek, Alaska"", ""Paco Creek, Alaska"", ""Little Jack Creek, Alaska"", ""Rock Creek, Alaska"", ""Caribou Creek, Alaska"", ""Rufus Creek, Alaska"", ""Gorge Creek Spring, Alaska"", ""Little Stony Creek, Alaska"", ""Lake Creek, Alaska"", ""Moose Creek, Alaska"", ""East Fork Toklat River tributary, Alaska"", ""Tatler Creek, Alaska"", ""Igloo Creek, Alaska"", ""Sanctuary River, Alaska"", ""Hogan Creek, Alaska"", 
""Rock Creek DENA, Alaska"", ""Savage River GRTS site, Alaska"", ""Savage River, Alaska"")"
doi:10.5063/F1XK8CT1,State of Alaska's Salmon and People,"c(""Site kdk_akalk01, Akalura Lake, Alaska"", ""Site kdk_ugalk01, Uganik Lake, Alaska"", ""Site kdk_spilk01, Spiridon Lake, Alaska"", ""Site kdk_afoglk02, Afognak Lake, Alaska"", ""Site kdk_doscr01, Dog Salmon Creek, Alaska"", ""Site kdk_ayarv01, Ayakulik River, Alaska"", ""Site kdk_karrv01, Karluk River, Alaska"", ""Site kdk_frafp01a, Dog Salmon Creek, Alaska"")"
doi:10.5063/F1RR1WHQ,State of Alaska's Salmon and People,"c(""Alaska Peninsula and Aleutian Islands, Alaska"", ""Arctic, Alaska"", ""Bristol Bay, Alaska"", ""Chignik, Alaska"", ""Copper River, Alaska"", ""Kodiak, Alaska"", ""Kotzebue, Alaska"", ""Kuskokwim, Alaska"", ""Cook Inlet, Alaska"", ""Norton Sound, Alaska"", ""Prince William Sound, Alaska"", ""Southeast, Alaska"", ""Yukon, Alaska"")"
doi:10.5063/F1VH5M32,State of Alaska's Salmon and People,"c(""Alaska Peninsula and Aleutian Islands, Alaska"", ""Arctic, Alaska"", ""Bristol Bay, Alaska"", ""Chignik, Alaska"", ""Copper River, Alaska"", ""Kodiak, Alaska"", ""Kotzebue, Alaska"", ""Kuskokwim, Alaska"", ""Cook Inlet, Alaska"", ""Norton Sound, Alaska"", ""Prince William Sound, Alaska"", ""Southeast, Alaska"", ""Yukon, Alaska"")"
doi:10.5063/F1WH2N8W,State of Alaska's Salmon and People,"c(""Alaska Peninsula and Aleutian Islands, Alaska"", ""Arctic, Alaska"", ""Bristol Bay, Alaska"", ""Chignik, Alaska"", ""Copper River, Alaska"", ""Kodiak, Alaska"", ""Kotzebue, Alaska"", ""Kuskokwim, Alaska"", ""Cook Inlet, Alaska"", ""Norton Sound, Alaska"", ""Prince William Sound, Alaska"", ""Southeast, Alaska"", ""Yukon, Alaska"")"
doi:10.5063/F19K48HN,State of Alaska's Salmon and People,"c(""Bear River, Alaska Peninsula and Aleutian Islands, Alaska"", ""Frosty Creek, Alaska Peninsula and Aleutian Islands, Alaska"", ""Ilnik River, Alaska Peninsula and Aleutian Islands, Alaska"", ""McLees Lake, Alaska Peninsula and Aleutian Islands, Alaska"", ""Middle Lagoon, Alaska Peninsula and Aleutian Islands, Alaska"", ""Morris Cove, Alaska Peninsula and Aleutian Islands, Alaska"", ""Mortensens Creek, Alaska Peninsula and Aleutian Islands, Alaska"", ""Nelson River, Alaska Peninsula and Aleutian Islands, Alaska"", 
""Orzinski River, Alaska Peninsula and Aleutian Islands, Alaska"", ""Sandy River, Alaska Peninsula and Aleutian Islands, Alaska"", ""Summer Bay, Alaska Peninsula and Aleutian Islands, Alaska"", ""Thin Point, Alaska Peninsula and Aleutian Islands, Alaska"", ""Alagnak River, Bristol Bay, Alaska"", ""Egegik River, Bristol Bay, Alaska"", ""Igushik River, Bristol Bay, Alaska"", ""Kvichak River, Bristol Bay, Alaska"", ""Naknek River, Bristol Bay, Alaska"", ""Nushagak River, Bristol Bay, Alaska"", ""Nuyakuk River, Bristol Bay, Alaska"", 
""Togiak River, Bristol Bay, Alaska"", ""Ugashik River, Bristol Bay, Alaska"", ""Wood River, Bristol Bay, Alaska"", ""Bear River - Chignik, Chignik, Alaska"", ""Black Lake, Chignik, Alaska"", ""Chignik River, Chignik, Alaska"", ""Anchor River, Cook Inlet, Alaska"", ""Chelatna Lake, Cook Inlet, Alaska"", ""Cottonwood Creek, Cook Inlet, Alaska"", ""Crescent River, Cook Inlet, Alaska"", ""Crooked Creek, Cook Inlet, Alaska"", ""Deep Creek, Cook Inlet, Alaska"", ""Deshka River, Cook Inlet, Alaska"", ""Fish Creek - Cook Inlet, Cook Inlet, Alaska"", 
""Jim Creek, Cook Inlet, Alaska"", ""Judd Lake, Cook Inlet, Alaska"", ""Kasilof River, Cook Inlet, Alaska"", ""Kenai River, Cook Inlet, Alaska"", ""Larson Lake, Cook Inlet, Alaska"", ""Little Susitna River, Cook Inlet, Alaska"", ""Ninilchik River, Cook Inlet, Alaska"", ""Wasilla Creek, Cook Inlet, Alaska"", ""Yentna River, Cook Inlet, Alaska"", ""Crosswind Lake, Copper River, Alaska"", ""Fish Creek, Copper River, Alaska"", ""Gulkana River, Copper River, Alaska"", ""Little Martin Lake, Copper River, Alaska"", ""Long Lake, Copper River, Alaska"", 
""Martin Lake, Copper River, Alaska"", ""Miles Lake, Copper River, Alaska"", ""Paxson Lake, Copper River, Alaska"", ""Summit Lake, Copper River, Alaska"", ""Suslota Lake, Copper River, Alaska"", ""Tanada Creek, Copper River, Alaska"", ""Tokun Lake, Copper River, Alaska"", ""Afognak River, Kodiak, Alaska"", ""Akalura Lake, Kodiak, Alaska"", ""Ayakulik River, Kodiak, Alaska"", ""Big Bay Creek, Kodiak, Alaska"", ""Big Kitoi Creek, Kodiak, Alaska"", ""Buskin River, Kodiak, Alaska"", ""Dog Salmon Creek, Kodiak, Alaska"", ""Frazer Lake, Kodiak, Alaska"", 
""Horse Marine Lake, Kodiak, Alaska"", ""Karluk River, Kodiak, Alaska"", ""Lake Louise, Kodiak, Alaska"", ""Little Kitoi, Kodiak, Alaska"", ""Little River, Kodiak, Alaska"", ""Little Waterfall Creek, Kodiak, Alaska"", ""Malina Lakes, Kodiak, Alaska"", ""Pasagshak River, Kodiak, Alaska"", ""Pauls Bay, Kodiak, Alaska"", ""Portage Lake, Kodiak, Alaska"", ""Red Lake, Kodiak, Alaska"", ""Saltery Creek, Kodiak, Alaska"", ""Seal Bay Creek, Kodiak, Alaska"", ""Sturgeon River, Kodiak, Alaska"", ""Thorsheim Creek, Kodiak, Alaska"", ""Uganik River, Kodiak, Alaska"", 
""Upper Station, Kodiak, Alaska"", ""Noatak River, Kotzebue, Alaska"", ""Aniak River, Kuskokwim, Alaska"", ""George River, Kuskokwim, Alaska"", ""Goodnews River (Middle Fork), Kuskokwim, Alaska"", ""Kanektok River, Kuskokwim, Alaska"", ""Kogrukluk River, Kuskokwim, Alaska"", ""Kuskokwim River, Kuskokwim, Alaska"", ""Kwethluk River, Kuskokwim, Alaska"", ""Salmon River (Aniak), Kuskokwim, Alaska"", ""Salmon River (Pitka Fork), Kuskokwim, Alaska"", ""Takotna River, Kuskokwim, Alaska"", ""Tatlawiksuk River, Kuskokwim, Alaska"", 
""Telaquana River, Kuskokwim, Alaska"", ""Tuluksak River, Kuskokwim, Alaska"", ""Eldorado River, Norton Sound, Alaska"", ""Fish River, Norton Sound, Alaska"", ""Glacial Lake, Norton Sound, Alaska"", ""Inglutalik River, Norton Sound, Alaska"", ""Kwiniuk River, Norton Sound, Alaska"", ""Niukluk River, Norton Sound, Alaska"", ""Nome River, Norton Sound, Alaska"", ""North River, Norton Sound, Alaska"", ""Nunakogak River, Norton Sound, Alaska"", ""Pikmiktalik River, Norton Sound, Alaska"", ""Pilgrim River, Norton Sound, Alaska"", 
""Shaktoolik River, Norton Sound, Alaska"", ""Snake River - Norton Sound, Norton Sound, Alaska"", ""Solomon River, Norton Sound, Alaska"", ""Unalakleet River, Norton Sound, Alaska"", ""Billy's Hole, Prince William Sound, Alaska"", ""Coghill Lake, Prince William Sound, Alaska"", ""Coghill River, Prince William Sound, Alaska"", ""Cowpen Lake, Prince William Sound, Alaska"", ""Eshamy Creek, Prince William Sound, Alaska"", ""Jackpot Creek, Prince William Sound, Alaska"", ""Shrode Creek, Prince William Sound, Alaska"", ""Anan Creek, Southeast, Alaska"", 
""Andrew Creek, Southeast, Alaska"", ""Auke Creek, Southeast, Alaska"", ""Barnes Lake, Southeast, Alaska"", ""Black Bear Creek, Southeast, Alaska"", ""Chilkat River, Southeast, Alaska"", ""Chilkoot River, Southeast, Alaska"", ""Chuck Lake, Southeast, Alaska"", ""Crescent Lake, Southeast, Alaska"", ""Cripple Creek, Southeast, Alaska"", ""Disappearance Creek, Southeast, Alaska"", ""Duck Creek, Southeast, Alaska"", ""Duck Creek Smolt, Southeast, Alaska"", ""Eek Creek, Southeast, Alaska"", ""Falls Creek, Southeast, Alaska"", ""Fish Creek - Hyder, Southeast, Alaska"", 
""Ford Arm Creek, Southeast, Alaska"", ""Hackett River, Southeast, Alaska"", ""Harris River, Southeast, Alaska"", ""Hatchery Creek, Southeast, Alaska"", ""Hetta Lake Creek, Southeast, Alaska"", ""Hugh Smith lake, Southeast, Alaska"", ""Italio River, Southeast, Alaska"", ""Jordan Creek, Southeast, Alaska"", ""Kadashan Creek East, Southeast, Alaska"", ""Kadashan Creek Lower, Southeast, Alaska"", ""Kadashan Creek West, Southeast, Alaska"", ""Kah Sheets Creek, Southeast, Alaska"", ""Kanalku Creek, Southeast, Alaska"", ""Karta River, Southeast, Alaska"", 
""Kegan Creek, Southeast, Alaska"", ""King Salmon Creek, Southeast, Alaska"", ""King Salmon River, Southeast, Alaska"", ""Klag Lake, Southeast, Alaska"", ""Klakas Lake Creek, Southeast, Alaska"", ""Klawock River, Southeast, Alaska"", ""Klukshu River, Southeast, Alaska"", ""Kook Creek, Southeast, Alaska"", ""Kuthai Lake, Southeast, Alaska"", ""Kutlaku Creek, Southeast, Alaska"", ""Lake Eva, Southeast, Alaska"", ""Little Talhtan River, Southeast, Alaska"", ""Little Trapper Lake, Southeast, Alaska"", ""Mc Donald Lake, Southeast, Alaska"", 
""Mill Creek, Southeast, Alaska"", ""Mountain Lake, Southeast, Alaska"", ""Naha River, Southeast, Alaska"", ""Nahlin River, Southeast, Alaska"", ""Nakina River, Southeast, Alaska"", ""Natzuhini Creek, Southeast, Alaska"", ""Neva Creek, Southeast, Alaska"", ""Peterson Creek, Southeast, Alaska"", ""Pleasant Bay Creek, Southeast, Alaska"", ""Politofski Lake, Southeast, Alaska"", ""Ratz Hbr Creek, Southeast, Alaska"", ""Redoubt Lake, Southeast, Alaska"", ""Salmon Bay Creek, Southeast, Alaska"", ""Salmon Lake Stream, Southeast, Alaska"", 
""Salt Chuck, Southeast, Alaska"", ""Sawmill Creek, Southeast, Alaska"", ""Sitkoh Lake Creek, Southeast, Alaska"", ""Situk River, Southeast, Alaska"", ""Slippery Creek, Southeast, Alaska"", ""Snake Creek, Southeast, Alaska"", ""Speel River, Southeast, Alaska"", ""Tahltan Lake, Southeast, Alaska"", ""Tatsamenie Lake, Southeast, Alaska"", ""Ward Creek, Southeast, Alaska"", ""Whale Pass, Southeast, Alaska"", ""Windfall Creek, Southeast, Alaska"", ""Yehring Creek, Southeast, Alaska"", ""Andreafsky River (East Fork), Yukon, Alaska"", 
""Anvik River, Yukon, Alaska"", ""Barton Creek, Yukon, Alaska"", ""Beaver Creek - Yukon, Yukon, Alaska"", ""Big Salmon River, Yukon, Alaska"", ""Blind Creek, Yukon, Alaska"", ""Caribou Creek, Yukon, Alaska"", ""Chandalar River, Yukon, Alaska"", ""Chatanika River, Yukon, Alaska"", ""Chena River, Yukon, Alaska"", ""Clear Creek (Tributary Hogatza River), Yukon, Alaska"", ""Eagle Sonar (Yukon/Canadian Border), Yukon, Alaska"", ""Fishing Branch River, Yukon, Alaska"", ""Gisasa River, Yukon, Alaska"", ""Goodpaster River, Yukon, Alaska"", 
""Henshaw Creek, Yukon, Alaska"", ""Kaltag River, Yukon, Alaska"", ""Melozitna River, Yukon, Alaska"", ""Nulato River, Yukon, Alaska"", ""Pilot Station, Yukon, Alaska"", ""Salcha River, Yukon, Alaska"", ""Sheenjek River, Yukon, Alaska"", ""South Fork Koyukuk River, Yukon, Alaska"", ""Teslin River, Yukon, Alaska"", ""Toklat River, Yukon, Alaska"", ""Tozitna River, Yukon, Alaska"", ""Upper Porcupine River, Yukon, Alaska"", ""Whitehorse Dam Fishway, Yukon, Alaska"", ""Wood Creek, Yukon, Alaska"")"
doi:10.5063/F1PZ573F,State of Alaska's Salmon and People,"c(""Alaska Peninsula and Aleutian Islands, Alaska"", ""Arctic, Alaska"", ""Bristol Bay, Alaska"", ""Chignik, Alaska"", ""Copper River, Alaska"", ""Kodiak, Alaska"", ""Kotzebue, Alaska"", ""Kuskokwim, Alaska"", ""Cook Inlet, Alaska"", ""Norton Sound, Alaska"", ""Prince William Sound, Alaska"", ""Southeast, Alaska"", ""Yukon, Alaska"")"
doi:10.5063/F1513WHZ,State of Alaska's Salmon and People,"c(""McDonald River, Southeast, Alaska"", ""Redoubt River, Southeast, Alaska"", ""Speel River, Southeast, Alaska"", ""Chilkoot River, Southeast, Alaska"", ""Chilkat River, Southeast, Alaska"")"
doi:10.5063/F1TH8JZ8,State of Alaska's Salmon and People,Tanada Creek and Long Lake
doi:10.5063/F15T3HRG,State of Alaska's Salmon and People,"c(""Wood River, Bristol Bay, Alaska"", ""Igushik River, Bristol Bay, Alaska"", ""Snake River, Bristol Bay, Alaska"", ""Nushagak River, Bristol Bay, Alaska"", ""Togiak River, Bristol Bay, Alaska"")"
